ProductID,DriverCount,IsGeneric,Drivers,ManufacturerNames
"TS0012",12,NO,"air_quality_comprehensive; light_controller_outdoor; shutter_roller_switch; switch_hybrid_1gang; switch_hybrid_2gang; switch_hybrid_2gang_alt; switch_hybrid_3gang; switch_internal_1gang; switch_remote; switch_wall_2gang; switch_wall_2gang_basic; switch_wall_2gang_smart","_TZ3000_01gpyda5; _TZ3000_0dumfk2z; _TZ3000_0ghwhypc; _TZ3000_0ht8dnxj; _TZ3000_0s1izerx; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZ3000_kmh5qpmb; lumi.ctrl_ln1; _TZ3000_18ejxno0; _TZ3000_4fjiwweb; _TZ3000_4zf0crgo; _TZ3000_ji4araar; _TZ3000_l9brjwau; _TZ3000_lwlhprgx; _TZ3000_neo2aqj4; _TZ3000_nPGIPl5D; _TZ3000_o005nuxx; _TZ3000_qzjcsmar; _TZ3000_ruxexjfz; _TZ3000_yw8z2axp; _TZ3000_zmlunnhy; _TZ3000_zmy1waw6; lumi.ctrl_ln2"
"TS0014",11,NO,"air_quality_monitor; shutter_roller_switch; switch_hybrid_1gang; switch_hybrid_2gang; switch_hybrid_2gang_alt; switch_hybrid_3gang; switch_internal_1gang; switch_remote; switch_wall_4gang; switch_wall_4gang_basic; switch_wall_4gang_smart","_TZ1800_ejwkn2h2; _TZ1800_fcdjzz3s; _TZ2000_a476raq2; _TZ2000_avdnvykf; _TZ2000_hjsgdkfl; lumi.ctrl_ln1; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZ3000_1obwwnmq; _TZ3000_4fjiwweb; _TZ3000_excgg5kb; _TZ3000_ji4araar; _TZ3000_o005nuxx; _TZ3000_qzjcsmar; _TZ3000_tygpud44; _TZ3000_vzopcetz; _TZ3000_yw8z2axp; _TZ3000_zmy1waw6"
"TS0013",10,NO,"air_quality_comprehensive; shutter_roller_switch; switch_hybrid_1gang; switch_hybrid_2gang; switch_hybrid_2gang_alt; switch_hybrid_3gang; switch_internal_1gang; switch_remote; switch_wall_3gang; switch_wall_3gang_basic","_TZ3000_01gpyda5; _TZ3000_0dumfk2z; _TZ3000_0ghwhypc; _TZ3000_0ht8dnxj; _TZ3000_0s1izerx; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; lumi.ctrl_ln1; _TZ3000_18ejxno0; _TZ3000_4fjiwweb; _TZ3000_4xfqlgqo; _TZ3000_excgg5kb; _TZ3000_ji4araar; _TZ3000_mlswgkc3; _TZ3000_o005nuxx; _TZ3000_odygigth; _TZ3000_qzjcsmar; _TZ3000_yw8z2axp; _TZ3000_zmy1waw6"
"TS004F",10,NO,"button_shortcut; button_wireless_3; button_wireless_4; scene_controller_wireless; wall_touch_3gang; wall_touch_4gang; wall_touch_5gang; wall_touch_6gang; wall_touch_7gang; wall_touch_8gang","_TZ3000_a7ouggvs; _TZ3000_adkvzooy; _TZ3000_akqdg6g7; _TZ3000_bczr4e10; _TZ3000_bi6lpsew; _TZ3000_fvh3pjaz; _TZ3000_kqvb5akv; _TZ3000_ltt60asa; _TZ3000_rrjr1q0u; _TZ3000_vp6clf9d; _TZ3000_w8jwkczz; _TZ3000_ww6drja5; _TZ3000_xabckq1v; _TZ3000_bgtzm4ny; _TZ3000_ee8nrt2l; _TZ3000_pcqjmcud; _TZ3000_tk3s5tyg; _TZ3000_lupfd8zu; _TZ3000_4fjiwweb; _TZ3000_kjfzuycl"
"TS0201",10,NO,"climate_monitor; climate_monitor_co2; climate_monitor_temp_humidity; climate_sensor_soil; climate_sensor_temp_humidity_advanced; humidity_controller; smoke_detector_climate; temperature_sensor; temperature_sensor_advanced; thermostat_temperature_control","_TZ3000_ywagc4rj; _TZ3000_zl1kmjqx; _TZE200_7hfcudw5; _TZE200_a8sdabtg; _TZE200_bjawzodf; _TZE200_bq5c8xfe; _TZE200_dwcarsat; _TZE200_locansqn; _TZE200_nw1r9hp6; _TZE200_qoy0ekbd; _TZE200_whpb9yts; _TZE200_zl1kmjqx; lumi.sensor_ht; lumi.weather; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZE200_7bztmfm1; _TZE200_81isopgh; _TZE200_9cxuhakf; _TZE200_azqp6ssj; _TZE200_b6wax7g0; _TZE200_c88teujp; _TZE200_ckud7u2l; _TZE200_cwbvmsar; _TZE200_m9skfctm; _TZE200_rxq4iti9; _TZE200_ryfmq5rl; _TZE200_ye5jkfsb; _TZE200_yvx5lh6k; _TZE200_yw7cahqs; _TZE200_znbl8dj5; _TZ3000_fllyghyj; _TZE200_cirvgep4; _TZE200_vzqtvljm; _TZE204_upagmta9; _TZE284_sgabhwa6; _TZE284_vvmbj46n; _TZ3000_kmh5qpmb; _TZ3000_qomxlryd; _TZE200_c7emyjom; _TZE200_ga1maeof; _TZE200_myd45weu; _TZE200_ycrd8ywq; _TZE204_c7emyjom; _TZE204_myd45weu; _TZE284_oitavov2; _TZ3000_mwd3c2at; _TZ3000_tk3s5tyg"
"TS0202",10,NO,"motion_sensor; motion_sensor_mmwave; motion_sensor_multi; motion_sensor_outdoor; motion_sensor_pir; motion_sensor_pir_advanced; motion_sensor_pir_radar; motion_sensor_radar_advanced; motion_sensor_radar_mmwave; presence_sensor_radar","_TZ3000_mmtwjmaq; _TZ3000_kmh5qpmb; _TZE200_3towulqd; _TZ3000_msl6wxk9; _TZ3000_mcxw5ehu; _TZ3040_bb6xaihh; lumi.motion.ac01; lumi.motion.ac02; lumi.motion.agl04; lumi.sensor_motion; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZ3000_bsvqrk3b; _TZ3000_hgu1dlak; _TYZB01_qeqvmvti; _TYZB01_tv3wxhcz; lumi.motion.agl02; lumi.sensor_motion.aq2; lumi.sensor_motion.aq2b; _TZE204_qasjif9e; _TZE200_0u3bj3rc; _TZE200_ar0slwnd; _TZE200_holel4dk; _TZE200_mx6u6l4y; _TZE200_rhgsbacq; _TZE200_sfiy5tfs; _TZE200_v6ossqfy; _TZE204_clrdrnya; _TZE204_mtoaryre; _TZE204_sxm7l9xa"
"TS0505B",8,NO,"bulb_rgb; bulb_rgbw; led_strip; led_strip_advanced; led_strip_basic; led_strip_outdoor_rgb; led_strip_pro; led_strip_rgbw","_TZ3000_kdpxju99; _TZ3000_obacbukl; _TZ3000_odygigth; lumi.light.cwopcn02; lumi.light.cwopcn03; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZ3000_5bsf8vaj; _TZ3000_9cpuaca6; _TZ3000_dl4pxp1r; _TZ3000_gek6snaj; _TZ3000_i8l0nqdu; _TZ3000_qqjaziws; _TZ3000_riwp3k79; _TZ3000_ukuvyhaa; _TZ3000_utagpnzs; _TZE200_bqcqqjpb; _TZ3000_kmh5qpmb; _TZ3000_12sxjap4; _TZ3000_hlijwsai; _TZ3000_keabpigv; _TZ3000_qd7hej8u; _TZ3210_r0xgkft5; _TZ3210_sroezl0s"
"TS110E",7,NO,"dimmer_touch; dimmer_touch_1gang; dimmer_wall; dimmer_wall_1gang; dimmer_wireless; module_dimmer_timer; plug_dimmer","_TZ3000_7ed9cqgi; _TZ3000_7ysdnebc; _TZ3000_92chsky7; _TZ3000_ktuoyvt5; _TZ3000_vzopcetz; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZ3000_49qchf10; _TZ3000_kdpxju99; _TZ3000_8nkb7mof; _TZ3000_cehuw1lw; _TZ3000_g5xawfcq; _TZ3000_okaz9tjs; _TZ3000_tvuarksa; _TZ3000_typdpbpg"
"TS110F",7,NO,"dimmer_touch; dimmer_touch_1gang; dimmer_wall; dimmer_wall_1gang; dimmer_wireless; module_dimmer_timer; plug_dimmer","_TZ3000_7ed9cqgi; _TZ3000_7ysdnebc; _TZ3000_92chsky7; _TZ3000_ktuoyvt5; _TZ3000_vzopcetz; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZ3000_49qchf10; _TZ3000_kdpxju99; _TZ3000_8nkb7mof; _TZ3000_cehuw1lw; _TZ3000_g5xawfcq; _TZ3000_okaz9tjs; _TZ3000_tvuarksa; _TZ3000_typdpbpg"
"TS0115",6,NO,"plug_outlet; usb_outlet_1gang; usb_outlet_2port; usb_outlet_3gang; usb_outlet_advanced; usb_outlet_basic","_TZ3000_8nkb7mof; _TZ3000_cehuw1lw; _TZ3000_g5xawfcq; _TZ3000_okaz9tjs; _TZ3000_tvuarksa; _TZ3000_typdpbpg; _TZ3000_ww6drja5; _TZ3000_kqvb5akv; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZ3000_h1ipgkwn; _TZ3000_rdtixbnu; _TZ3000_typdpdpg; _TZ3000_vtscrpmw; _TZ3000_zloso4jk"
"TS130F",5,NO,"blind_roller_controller; curtain_motor; curtain_motor_advanced; shutter_roller_controller; shutter_roller_switch","_TZE200_5zbp6j0u; _TZE200_cowvfni3; _TZE200_fctwhugx; _TZE200_nogaemzt; _TZE200_xuzcvlku; lumi.ctrl_ln1; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7"
"TS0207",5,NO,"water_leak_sensor; water_leak_sensor_temp_humidity; water_valve; water_valve_smart; water_valve_smart_hybrid","_TZ3000_kyb656no; _TZE200_qq9mpfhw; _TZ3000_k4ej3ww2; _TZ3000_upgcbody; _TZE200_htnnfasr; _TZE200_sh1btabb; lumi.sensor_wleak; lumi.sensor_wleak.aq1; _TZ3000_kmh5qpmb; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZE200_jthf7vb6"
"TS0505A",4,NO,"bulb_rgb; bulb_rgbw; led_strip_outdoor_rgb; led_strip_rgbw","_TZ3000_kdpxju99; _TZ3000_obacbukl; _TZ3000_odygigth; lumi.light.cwopcn02; lumi.light.cwopcn03; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZ3000_kmh5qpmb; _TZ3000_12sxjap4; _TZ3000_hlijwsai; _TZ3000_keabpigv; _TZ3000_qd7hej8u; _TZ3210_r0xgkft5; _TZ3210_sroezl0s"
"TS0502A",3,NO,"bulb_rgbw; bulb_tunable_white; bulb_white","_TZ3000_kdpxju99; _TZ3000_obacbukl; _TZ3000_odygigth; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZ3210_ngqk6jia; _TZ3210_p9ao60da"
"TS0502B",3,NO,"bulb_rgbw; bulb_tunable_white; bulb_white","_TZ3000_kdpxju99; _TZ3000_obacbukl; _TZ3000_odygigth; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZ3210_ngqk6jia; _TZ3210_p9ao60da"
"TS0205",3,NO,"smoke_detector_advanced; smoke_detector_climate; smoke_detector_temp_humidity","_TZ3000_mwd3c2at; _TZ3000_tk3s5tyg; _TZE200_dq1mfjug; _TZE200_ntcy3xu1; _TZE200_rccxox8p; _TZE200_t5p1vj8r; _TZE200_uebojraa; _TZE200_vzekyi4c; _TZE200_yh7aoahi; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7"
"TS0016",3,NO,"switch_wall_6gang; switch_wall_6gang_basic; switch_wall_6gang_smart","_TZ3000_4fjiwweb; _TZ3000_ji4araar; _TZ3000_o005nuxx; _TZ3000_qzjcsmar; _TZ3000_yw8z2axp; _TZ3000_zmy1waw6; lumi.ctrl_ln1; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7"
"TS0215A",2,NO,"button_emergency_sos; button_shortcut","_TZ3000_0dumfk2z; _TZ3000_26fmupbb; _TZ3000_4uuaja4a; _TZ3000_8rppvwda; _TZ3000_a7ouggvs; _TZ3000_mmtwjmaq; _TZ3000_kmh5qpmb; _TZ3000_axpdxqgu; _TZ3000_cehuw1lw; _TZ3000_cphmq0q7; _TZ3000_dbou1ap4; _TZ3000_el5kt5im; _TZ3000_eo3dttwe; _TZ3000_f97vq5mn; _TZ3000_fa9mlvja; _TZ3000_fkp5zyho; _TZ3000_fllyghyj; _TZ3000_fsiepnrh; _TZ3000_g5xawfcq; _TZ3000_itb0omhv; _TZ3000_iystcadi; _TZ3000_ji4araar; _TZ3000_mcxw5ehu; _TZ3000_n2egfsli; _TZ3000_obacbukl; _TZ3000_odygigth; _TZ3000_oikiyf3b; _TZ3000_owgcnkrh; _TZ3000_p6ju8myv; _TZ3000_peszejy7; _TZ3000_pzui3skt; _TZ3000_qzjcsmar; _TZ3000_tk3s5tyg; _TZ3000_uim07oem; _TZ3000_vp6clf9d; _TZ3000_wkai4ga5; _TZ3000_xabckq1v; _TZ3000_zsh6uat3; lumi.remote.b186acn01; lumi.remote.b186acn02; lumi.remote.b286acn01; lumi.remote.b286acn02; lumi.remote.b486opcn01; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7"
"TS0211",2,NO,"doorbell; doorbell_camera","_TZ3000_kmh5qpmb; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7"
"TS0219",2,NO,"siren; siren_outdoor","_TZ3000_26fmupbb; _TZ3000_d0yl2hsy; _TZ3000_d0yu2xgi; _TZ3000_ssp0maqm; _TZ3000_t13n5zo0; _TZ3000_t6jsgizp; _TZE200_t1blo2bj; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZ3000_kmh5qpmb"
"TS0601_siren",2,NO,"siren; siren_outdoor","_TZ3000_26fmupbb; _TZ3000_d0yl2hsy; _TZ3000_d0yu2xgi; _TZ3000_ssp0maqm; _TZ3000_t13n5zo0; _TZ3000_t6jsgizp; _TZE200_t1blo2bj; _TZ3000_kqvb5akv; _TZ3000_ww6drja5; _TZ3000_ltt60asa; _TZ3000_akqdg6g7; _TZ3000_kmh5qpmb"
